"datetimes","pbl","pbs","cbh","ttc","sci","datetime","qc_flag_pbl","qc_flag_pbs","qc_flag_cbh","qc_flag_ttc","qc_flag_sci"
2024-01-17 07:00:00,500,0,403,7.5,0,"2024-01-17 07","1b","1b","1b","1b","1b"
2024-01-17 08:00:00,NA,0,365.5,8,0,"2024-01-17 08","5b","1b","1b","1b","1b"
2024-01-17 09:00:00,395,0,7303,5,0,"2024-01-17 09","1b","1b","1b","1b","1b"
2024-01-17 10:00:00,455,0,7273,6,0,"2024-01-17 10","1b","1b","1b","1b","1b"
2024-01-17 11:00:00,410,0,484,7,0,"2024-01-17 11","1b","1b","1b","1b","1b"
2024-01-17 12:00:00,455,1,7348,4,0,"2024-01-17 12","1b","1b","1b","1b","1b"
2024-01-17 13:00:00,455,1,7947,3,0,"2024-01-17 13","1b","1b","1b","1b","1b"
2024-01-17 14:00:00,470,1,9341,3,0,"2024-01-17 14","1b","1b","1b","1b","1b"
2024-01-17 15:00:00,514,1,9033.5,3,0,"2024-01-17 15","1b","1b","1b","1b","1b"
2024-01-17 16:00:00,425,2,NA,1,0,"2024-01-17 16","1b","1b","5b","1b","1b"
2024-01-17 17:00:00,455,2,NA,1,0,"2024-01-17 17","1b","1b","5b","1b","1b"
2024-01-17 18:00:00,470,1,NA,1,0,"2024-01-17 18","1b","1b","5b","1b","1b"
2024-01-17 19:00:00,320,1,NA,0,0,"2024-01-17 19","1b","1b","5b","1b","1b"
2024-01-17 20:00:00,1039,0,NA,0,0,"2024-01-17 20","1b","1b","5b","1b","1b"
2024-01-17 21:00:00,904,2,NA,0,0,"2024-01-17 21","1b","1b","5b","1b","1b"
2024-01-17 22:00:00,679,3,NA,0,0,"2024-01-17 22","1b","1b","5b","1b","1b"
2024-01-17 23:00:00,1054,0,NA,0,0,"2024-01-17 23","1b","1b","5b","1b","1b"
2024-01-18,395,2,NA,0,0,"2024-01-18 00","1b","1b","5b","1b","1b"
2024-01-18 01:00:00,784,3,NA,0,0,"2024-01-18 01","1b","1b","5b","1b","1b"
2024-01-18 02:00:00,844,3,NA,0,0,"2024-01-18 02","1b","1b","5b","1b","1b"
2024-01-18 03:00:00,724,2,NA,0,0,"2024-01-18 03","1b","1b","5b","1b","1b"
2024-01-18 04:00:00,994,2,1146,0,0,"2024-01-18 04","1b","1b","1b","1b","1b"
2024-01-18 05:00:00,754,2,NA,0,0,"2024-01-18 05","1b","1b","5b","1b","1b"
2024-01-18 06:00:00,784,1,NA,0,0,"2024-01-18 06","1b","1b","5b","1b","1b"
2024-01-18 07:00:00,694,1,NA,0,0,"2024-01-18 07","1b","1b","5b","1b","1b"
2024-01-18 08:00:00,814,5,NA,0,0,"2024-01-18 08","1b","1b","5b","1b","1b"
2024-01-18 09:00:00,485,2,NA,0,0,"2024-01-18 09","1b","1b","5b","1b","1b"
2024-01-18 10:00:00,410,2,NA,0,0,"2024-01-18 10","1b","1b","5b","1b","1b"
2024-01-18 11:00:00,754,2,NA,0,0,"2024-01-18 11","1b","1b","5b","1b","1b"
2024-01-18 12:00:00,455,2,NA,0,0,"2024-01-18 12","1b","1b","5b","1b","1b"
2024-01-18 13:00:00,425,2,NA,0,0,"2024-01-18 13","1b","1b","5b","1b","1b"
2024-01-18 14:00:00,500,2,NA,0,0,"2024-01-18 14","1b","1b","5b","1b","1b"
2024-01-18 15:00:00,544,2,NA,0,0,"2024-01-18 15","1b","1b","5b","1b","1b"
2024-01-18 16:00:00,979,2,NA,0,0,"2024-01-18 16","1b","1b","5b","1b","1b"
2024-01-18 17:00:00,754,2,NA,0,0,"2024-01-18 17","1b","1b","5b","1b","1b"
2024-01-18 18:00:00,904,1,931,1,0,"2024-01-18 18","1b","1b","1b","1b","1b"
2024-01-18 19:00:00,784,2,5595,0,0,"2024-01-18 19","1b","1b","1b","1b","1b"
2024-01-18 20:00:00,716.5,2,5510.5,1,0,"2024-01-18 20","1b","1b","1b","1b","1b"
2024-01-18 21:00:00,859,2,NA,1,0,"2024-01-18 21","1b","1b","5b","1b","1b"
2024-01-18 22:00:00,814,2,NA,1,0,"2024-01-18 22","1b","1b","5b","1b","1b"
2024-01-18 23:00:00,739,1,NA,0,0,"2024-01-18 23","1b","1b","5b","1b","1b"
2024-01-19,784,1,NA,0,0,"2024-01-19 00","1b","1b","5b","1b","1b"
2024-01-19 01:00:00,754,1,NA,0,0,"2024-01-19 01","1b","1b","5b","1b","1b"
2024-01-19 02:00:00,581.5,2,NA,0,0,"2024-01-19 02","1b","1b","5b","1b","1b"
2024-01-19 03:00:00,485,2,NA,0,0,"2024-01-19 03","1b","1b","5b","1b","1b"
2024-01-19 04:00:00,581.5,2,NA,0,0,"2024-01-19 04","1b","1b","5b","1b","1b"
2024-01-19 05:00:00,357.5,2,NA,0,0,"2024-01-19 05","1b","1b","5b","1b","1b"
2024-01-19 06:00:00,455,2,NA,0,0,"2024-01-19 06","1b","1b","5b","1b","1b"
2024-01-19 07:00:00,544,2,7731.5,0,0,"2024-01-19 07","1b","1b","1b","1b","1b"
2024-01-19 08:00:00,634,2,NA,1,0,"2024-01-19 08","1b","1b","5b","1b","1b"
2024-01-19 09:00:00,470,2,NA,0,0,"2024-01-19 09","1b","1b","5b","1b","1b"
2024-01-19 10:00:00,514,2,NA,0,0,"2024-01-19 10","1b","1b","5b","1b","1b"
2024-01-19 11:00:00,455,2,NA,0,0,"2024-01-19 11","1b","1b","5b","1b","1b"
2024-01-19 12:00:00,634,2,5391.5,1,0,"2024-01-19 12","1b","1b","1b","1b","1b"
2024-01-19 13:00:00,814,2,4947,2,0,"2024-01-19 13","1b","1b","1b","1b","1b"
2024-01-19 14:00:00,934,0,1054,2,0,"2024-01-19 14","1b","1b","1b","1b","1b"
2024-01-19 15:00:00,NA,0,1230.5,6,0,"2024-01-19 15","5b","1b","1b","1b","1b"
2024-01-19 16:00:00,1264,1,6242,6,0,"2024-01-19 16","1b","1b","1b","1b","1b"
2024-01-19 17:00:00,1204,2,5709,7,0,"2024-01-19 17","1b","1b","1b","1b","1b"
2024-01-19 18:00:00,1069,1,5898.5,7,0,"2024-01-19 18","1b","1b","1b","1b","1b"
2024-01-19 19:00:00,1099,1,5438,8,0,"2024-01-19 19","1b","1b","1b","1b","1b"
2024-01-19 20:00:00,440,0,5252.5,8,0,"2024-01-19 20","1b","1b","1b","1b","1b"
2024-01-19 21:00:00,814,1,6202.5,8,0,"2024-01-19 21","1b","1b","1b","1b","1b"
2024-01-19 22:00:00,1114,1,8577.5,8,0,"2024-01-19 22","1b","1b","1b","1b","1b"
2024-01-19 23:00:00,514,1,5998,7,0,"2024-01-19 23","1b","1b","1b","1b","1b"
2024-01-20,544,1,8454,7,0,"2024-01-20 00","1b","1b","1b","1b","1b"
2024-01-20 01:00:00,574,2,4638.5,7,0,"2024-01-20 01","1b","1b","1b","1b","1b"
2024-01-20 02:00:00,529,2,4261.5,8,0,"2024-01-20 02","1b","1b","1b","1b","1b"
2024-01-20 03:00:00,574,1,3568,8,0,"2024-01-20 03","1b","1b","1b","1b","1b"
2024-01-20 04:00:00,604,1,3215,8,0,"2024-01-20 04","1b","1b","1b","1b","1b"
2024-01-20 05:00:00,664,2,3052,8,0,"2024-01-20 05","1b","1b","1b","1b","1b"
2024-01-20 06:00:00,709,2,3088,8,0,"2024-01-20 06","1b","1b","1b","1b","1b"
2024-01-20 07:00:00,784,2,2338.5,8,0,"2024-01-20 07","1b","1b","1b","1b","1b"
2024-01-20 08:00:00,784,2,2325,8,0,"2024-01-20 08","1b","1b","1b","1b","1b"
2024-01-20 09:00:00,799,2,1277,8,0,"2024-01-20 09","1b","1b","1b","1b","1b"
2024-01-20 10:00:00,NA,0,745,7,0,"2024-01-20 10","5b","1b","1b","1b","1b"
2024-01-20 11:00:00,NA,0,1778,8,0,"2024-01-20 11","5b","1b","1b","1b","1b"
2024-01-20 12:00:00,NA,0,757,8,0,"2024-01-20 12","5b","1b","1b","1b","1b"
2024-01-20 13:00:00,470,0,750,8,0,"2024-01-20 13","1b","1b","1b","1b","1b"
2024-01-20 14:00:00,NA,0,633.5,8,0,"2024-01-20 14","5b","1b","1b","1b","1b"
2024-01-20 15:00:00,NA,0,559,8,0,"2024-01-20 15","5b","1b","1b","1b","1b"
2024-01-20 16:00:00,NA,0,568,8,0,"2024-01-20 16","5b","1b","1b","1b","1b"
2024-01-20 17:00:00,NA,0,509,8,0,"2024-01-20 17","5b","1b","1b","1b","1b"
2024-01-20 18:00:00,NA,0,489,8,0,"2024-01-20 18","5b","1b","1b","1b","1b"
2024-01-20 19:00:00,NA,0,488,8,0,"2024-01-20 19","5b","1b","1b","1b","1b"
2024-01-20 20:00:00,NA,0,592,8,0,"2024-01-20 20","5b","1b","1b","1b","1b"
2024-01-20 21:00:00,NA,0,717,8,0,"2024-01-20 21","5b","1b","1b","1b","1b"
2024-01-20 22:00:00,252.5,0,556,8,0,"2024-01-20 22","1b","1b","1b","1b","1b"
2024-01-20 23:00:00,320,0,453,8,0,"2024-01-20 23","1b","1b","1b","1b","1b"
2024-01-21,NA,0,366.5,8,0,"2024-01-21 00","5b","1b","1b","1b","1b"
2024-01-21 01:00:00,NA,0,352,8,0,"2024-01-21 01","5b","1b","1b","1b","1b"
2024-01-21 02:00:00,NA,0,308.5,8,0,"2024-01-21 02","5b","1b","1b","1b","1b"
2024-01-21 03:00:00,NA,0,195.5,8,0,"2024-01-21 03","5b","1b","1b","1b","1b"
2024-01-21 04:00:00,NA,0,182.5,8,0,"2024-01-21 04","5b","1b","1b","1b","1b"
2024-01-21 05:00:00,NA,0,304,8,0,"2024-01-21 05","5b","1b","1b","1b","1b"
2024-01-21 06:00:00,365,2,920,8,0,"2024-01-21 06","1b","1b","1b","1b","1b"
2024-01-21 07:00:00,350,0,1104,7,0,"2024-01-21 07","1b","1b","1b","1b","1b"
2024-01-21 08:00:00,1009,0,1108,8,0,"2024-01-21 08","1b","1b","1b","1b","1b"
2024-01-21 09:00:00,485,2,4524,7,0,"2024-01-21 09","1b","1b","1b","1b","1b"
2024-01-21 10:00:00,604,1,3534,7,0,"2024-01-21 10","1b","1b","1b","1b","1b"
2024-01-21 11:00:00,694,0,704,7,0,"2024-01-21 11","1b","1b","1b","1b","1b"
2024-01-21 12:00:00,NA,0,3288.5,7,0,"2024-01-21 12","5b","1b","1b","1b","1b"
2024-01-21 13:00:00,619,2,3105.5,6,0,"2024-01-21 13","1b","1b","1b","1b","1b"
2024-01-21 14:00:00,769,2,4122,7,0,"2024-01-21 14","1b","1b","1b","1b","1b"
2024-01-21 15:00:00,671.5,0,2077,7,0,"2024-01-21 15","1b","1b","1b","1b","1b"
2024-01-21 16:00:00,NA,0,568,8,0,"2024-01-21 16","5b","1b","1b","1b","1b"
2024-01-21 17:00:00,NA,0,347.5,8,0,"2024-01-21 17","5b","1b","1b","1b","1b"
2024-01-21 18:00:00,NA,0,370.5,8,0,"2024-01-21 18","5b","1b","1b","1b","1b"
2024-01-21 19:00:00,NA,0,326,8,0,"2024-01-21 19","5b","1b","1b","1b","1b"
2024-01-21 20:00:00,NA,0,324.5,8,0,"2024-01-21 20","5b","1b","1b","1b","1b"
2024-01-21 21:00:00,NA,0,300.5,8,1,"2024-01-21 21","5b","1b","1b","1b","1b"
2024-01-21 22:00:00,NA,0,271,8,1,"2024-01-21 22","5b","1b","1b","1b","1b"
2024-01-21 23:00:00,NA,0,608,8,1,"2024-01-21 23","5b","1b","1b","1b","1b"
2024-01-22,NA,0,803.5,8,0,"2024-01-22 00","5b","1b","1b","1b","1b"
2024-01-22 01:00:00,NA,0,771.5,8,1,"2024-01-22 01","5b","1b","1b","1b","1b"
2024-01-22 02:00:00,979,0,1174,7,0,"2024-01-22 02","1b","1b","1b","1b","1b"
2024-01-22 03:00:00,NA,0,1097,7,0,"2024-01-22 03","5b","1b","1b","1b","1b"
2024-01-22 04:00:00,NA,0,1007.5,8,0,"2024-01-22 04","5b","1b","1b","1b","1b"
2024-01-22 05:00:00,NA,0,1054,6,0,"2024-01-22 05","5b","1b","1b","1b","1b"
2024-01-22 06:00:00,NA,0,1127.5,7,0,"2024-01-22 06","5b","1b","1b","1b","1b"
2024-01-22 07:00:00,NA,0,1274,7,0,"2024-01-22 07","5b","1b","1b","1b","1b"
2024-01-22 08:00:00,649,0,1218,8,0,"2024-01-22 08","1b","1b","1b","1b","1b"
2024-01-22 09:00:00,664,0,1418,6.5,0,"2024-01-22 09","1b","1b","1b","1b","1b"
2024-01-22 10:00:00,1009,0,1376.5,7,0,"2024-01-22 10","1b","1b","1b","1b","1b"
2024-01-22 11:00:00,1129,0,1309,7,0,"2024-01-22 11","1b","1b","1b","1b","1b"
2024-01-22 12:00:00,NA,0,1183,5,0,"2024-01-22 12","5b","1b","1b","1b","1b"
2024-01-22 13:00:00,NA,0,1351,7,0,"2024-01-22 13","5b","1b","1b","1b","1b"
2024-01-22 14:00:00,844,0,1168,6,0,"2024-01-22 14","1b","1b","1b","1b","1b"
2024-01-22 15:00:00,1144,0,1132,3,0,"2024-01-22 15","1b","1b","1b","1b","1b"
2024-01-22 16:00:00,1354,0,738,6,0,"2024-01-22 16","1b","1b","1b","1b","1b"
2024-01-22 17:00:00,1294,0,1080.5,7,0,"2024-01-22 17","1b","1b","1b","1b","1b"
2024-01-22 18:00:00,994,0,1491.5,3,0,"2024-01-22 18","1b","1b","1b","1b","1b"
2024-01-22 19:00:00,1114,2,1576,1,0,"2024-01-22 19","1b","1b","1b","1b","1b"
2024-01-22 20:00:00,949,2,1346,1,0,"2024-01-22 20","1b","1b","1b","1b","1b"
2024-01-22 21:00:00,1174,2,1004,0,0,"2024-01-22 21","1b","1b","1b","1b","1b"
2024-01-22 22:00:00,1219,1,NA,0,0,"2024-01-22 22","1b","1b","5b","1b","1b"
2024-01-22 23:00:00,889,2,NA,0,0,"2024-01-22 23","1b","1b","5b","1b","1b"
2024-01-23,679,2,NA,0,0,"2024-01-23 00","1b","1b","5b","1b","1b"
2024-01-23 01:00:00,1009,1,NA,0,0,"2024-01-23 01","1b","1b","5b","1b","1b"
2024-01-23 02:00:00,874,1,NA,0,0,"2024-01-23 02","1b","1b","5b","1b","1b"
2024-01-23 03:00:00,806.5,1,4083,0,0,"2024-01-23 03","1b","1b","1b","1b","1b"
2024-01-23 04:00:00,619,1,3815,1,0,"2024-01-23 04","1b","1b","1b","1b","1b"
2024-01-23 05:00:00,559,1,3060.5,5,0,"2024-01-23 05","1b","1b","1b","1b","1b"
2024-01-23 06:00:00,634,2,2373,7,0,"2024-01-23 06","1b","1b","1b","1b","1b"
2024-01-23 07:00:00,260,1,1478.5,8,0,"2024-01-23 07","1b","1b","1b","1b","1b"
2024-01-23 08:00:00,NA,0,264.5,8,0,"2024-01-23 08","5b","1b","1b","1b","1b"
2024-01-23 09:00:00,NA,0,225,8,0,"2024-01-23 09","5b","1b","1b","1b","1b"
2024-01-23 10:00:00,NA,0,232,8,0,"2024-01-23 10","5b","1b","1b","1b","1b"
2024-01-23 11:00:00,NA,0,202,8,0.5,"2024-01-23 11","5b","1b","1b","1b","1b"
2024-01-23 12:00:00,NA,0,190,8,1,"2024-01-23 12","5b","1b","1b","1b","1b"
2024-01-23 13:00:00,NA,0,223,8,0,"2024-01-23 13","5b","1b","1b","1b","1b"
2024-01-23 14:00:00,NA,0,356,8,0,"2024-01-23 14","5b","1b","1b","1b","1b"
2024-01-23 15:00:00,NA,0,555.5,8,0,"2024-01-23 15","5b","1b","1b","1b","1b"
2024-01-23 16:00:00,NA,0,594,8,0,"2024-01-23 16","5b","1b","1b","1b","1b"
2024-01-23 17:00:00,NA,0,572,8,0,"2024-01-23 17","5b","1b","1b","1b","1b"
2024-01-23 18:00:00,NA,0,529.5,8,0,"2024-01-23 18","5b","1b","1b","1b","1b"
2024-01-23 19:00:00,NA,0,599,8,0,"2024-01-23 19","5b","1b","1b","1b","1b"
2024-01-23 20:00:00,NA,0,749,8,0,"2024-01-23 20","5b","1b","1b","1b","1b"
2024-01-23 21:00:00,NA,0,892,8,0,"2024-01-23 21","5b","1b","1b","1b","1b"
2024-01-23 22:00:00,NA,0,1128,8,0,"2024-01-23 22","5b","1b","1b","1b","1b"
2024-01-23 23:00:00,NA,0,923,6,0,"2024-01-23 23","5b","1b","1b","1b","1b"
2024-01-24,NA,0,1081,8,0,"2024-01-24 00","5b","1b","1b","1b","1b"
2024-01-24 01:00:00,NA,0,1360,8,0,"2024-01-24 01","5b","1b","1b","1b","1b"
2024-01-24 02:00:00,NA,0,1225,8,0,"2024-01-24 02","5b","1b","1b","1b","1b"
2024-01-24 03:00:00,NA,0,1233.5,8,0,"2024-01-24 03","5b","1b","1b","1b","1b"
2024-01-24 04:00:00,NA,0,1129.5,8,0,"2024-01-24 04","5b","1b","1b","1b","1b"
2024-01-24 05:00:00,NA,0,1082.5,8,0,"2024-01-24 05","5b","1b","1b","1b","1b"
2024-01-24 06:00:00,NA,0,1164,8,0,"2024-01-24 06","5b","1b","1b","1b","1b"
2024-01-24 07:00:00,NA,0,1134,7,0,"2024-01-24 07","5b","1b","1b","1b","1b"
2024-01-24 08:00:00,979,2,8254.5,2,0,"2024-01-24 08","1b","1b","1b","1b","1b"
2024-01-24 09:00:00,NA,0,1114,7,0,"2024-01-24 09","5b","1b","1b","1b","1b"
2024-01-24 10:00:00,1054,0,4371.5,6,0,"2024-01-24 10","1b","1b","1b","1b","1b"
2024-01-24 11:00:00,NA,0,4203,8,0,"2024-01-24 11","5b","1b","1b","1b","1b"
2024-01-24 12:00:00,1099,0,3623,8,0,"2024-01-24 12","1b","1b","1b","1b","1b"
2024-01-24 13:00:00,1054,2,3572,8,0,"2024-01-24 13","1b","1b","1b","1b","1b"
2024-01-24 14:00:00,1174,0,3666.5,8,0,"2024-01-24 14","1b","1b","1b","1b","1b"
2024-01-24 15:00:00,844,2,3710,8,0,"2024-01-24 15","1b","1b","1b","1b","1b"
2024-01-24 16:00:00,1084,1,4125,8,0,"2024-01-24 16","1b","1b","1b","1b","1b"
2024-01-24 17:00:00,889,1,3995,6,0,"2024-01-24 17","1b","1b","1b","1b","1b"
2024-01-24 18:00:00,649,1,NA,2,0,"2024-01-24 18","1b","1b","5b","1b","1b"
2024-01-24 19:00:00,679,1,NA,1,0,"2024-01-24 19","1b","1b","5b","1b","1b"
2024-01-24 20:00:00,485,2,NA,0,0,"2024-01-24 20","1b","1b","5b","1b","1b"
2024-01-24 21:00:00,425,1.5,NA,0,0,"2024-01-24 21","1b","1b","5b","1b","1b"
2024-01-24 22:00:00,440,1,7350,0,0,"2024-01-24 22","1b","1b","1b","1b","1b"
2024-01-24 23:00:00,350,2,6164,2,0,"2024-01-24 23","1b","1b","1b","1b","1b"
