"date (UTC+0)","[CO]/ppm","[CO2]/ppm","[CH4]/ppm","[H2O]/ppm"
2025-06-01,NA,NA,NA,NA
2025-06-01 01:00:00,NA,NA,NA,NA
2025-06-01 02:00:00,NA,NA,NA,NA
2025-06-01 03:00:00,NA,NA,NA,NA
2025-06-01 04:00:00,NA,NA,NA,NA
2025-06-01 05:00:00,NA,NA,NA,NA
2025-06-01 06:00:00,NA,NA,NA,NA
2025-06-01 07:00:00,NA,NA,NA,NA
2025-06-01 08:00:00,NA,NA,NA,NA
2025-06-01 09:00:00,NA,NA,NA,NA
2025-06-01 10:00:00,NA,NA,NA,NA
2025-06-01 11:00:00,NA,NA,NA,NA
2025-06-01 12:00:00,NA,NA,NA,NA
2025-06-01 13:00:00,NA,NA,NA,NA
2025-06-01 14:00:00,NA,NA,NA,NA
2025-06-01 15:00:00,NA,589.650867055232,10.5932700527338,NA
2025-06-01 16:00:00,NA,590.6060263596,10.5902206992231,NA
2025-06-01 17:00:00,NA,590.112510963086,10.5763096586178,NA
2025-06-01 18:00:00,NA,590.539783236192,10.5994898417985,347.42064047619
2025-06-01 19:00:00,NA,592.029767203108,10.6107507491676,NA
2025-06-01 20:00:00,NA,591.315159589231,10.6089868998057,NA
2025-06-01 21:00:00,NA,590.987189564252,10.6037024701638,NA
2025-06-01 22:00:00,NA,590.567650110988,10.6024976692564,NA
2025-06-01 23:00:00,NA,590.441789342215,10.5921442964197,NA
2025-06-02,NA,590.339369414377,10.596201582015,NA
2025-06-02 01:00:00,NA,590.220743063263,10.5938844339623,NA
2025-06-02 02:00:00,NA,590.34921898418,10.5996843186234,NA
2025-06-02 03:00:00,NA,589.821128781571,10.5976917568693,NA
2025-06-02 04:00:00,NA,589.822927005273,10.5923654177075,NA
2025-06-02 05:00:00,NA,589.249899556049,10.581640954495,NA
2025-06-02 06:00:00,NA,589.337268665001,10.6043847349431,242.88099125
2025-06-02 07:00:00,NA,588.738149875104,10.6271209825146,NA
2025-06-02 08:00:00,NA,589.425823251942,10.6142624306326,NA
2025-06-02 09:00:00,NA,588.836609769636,10.6122203996669,NA
2025-06-02 10:00:00,NA,588.827635026367,10.615766083819,NA
2025-06-02 11:00:00,NA,588.937328934967,10.6116819352812,NA
2025-06-02 12:00:00,NA,NA,NA,NA
2025-06-02 13:00:00,NA,NA,NA,NA
2025-06-02 14:00:00,NA,NA,NA,NA
2025-06-02 15:00:00,NA,NA,NA,NA
2025-06-02 16:00:00,NA,NA,NA,NA
2025-06-02 17:00:00,NA,NA,NA,NA
2025-06-02 18:00:00,NA,NA,NA,NA
2025-06-02 19:00:00,NA,NA,NA,NA
2025-06-02 20:00:00,NA,NA,NA,NA
2025-06-02 21:00:00,NA,NA,NA,NA
2025-06-02 22:00:00,NA,NA,NA,NA
2025-06-02 23:00:00,NA,NA,NA,NA
2025-06-03,NA,NA,NA,NA
2025-06-03 01:00:00,NA,NA,NA,NA
2025-06-03 02:00:00,NA,NA,NA,NA
2025-06-03 03:00:00,NA,NA,NA,NA
2025-06-03 04:00:00,NA,NA,NA,NA
2025-06-03 05:00:00,NA,NA,NA,NA
2025-06-03 06:00:00,NA,NA,NA,NA
2025-06-03 07:00:00,NA,NA,NA,NA
2025-06-03 08:00:00,NA,NA,NA,NA
2025-06-03 09:00:00,NA,NA,NA,NA
2025-06-03 10:00:00,NA,NA,NA,NA
2025-06-03 11:00:00,NA,607.315150832517,10.2902776363043,NA
2025-06-03 12:00:00,NA,606.916312153163,10.2914442841287,NA
2025-06-03 13:00:00,NA,606.88713988343,10.2841554815432,NA
2025-06-03 14:00:00,NA,606.60536996947,10.2970573966139,NA
2025-06-03 15:00:00,NA,607.383357658158,10.2891869866815,NA
2025-06-03 16:00:00,NA,606.108444629475,10.2833304746045,NA
2025-06-03 17:00:00,NA,604.765359145157,10.2880039689148,45.4138411586009
2025-06-03 18:00:00,NA,604.865423695893,10.276762236404,196.361313568257
2025-06-03 19:00:00,NA,605.464248404108,10.2755516791563,432.903584790452
2025-06-03 20:00:00,NA,605.70735886761,10.2737435747988,662.797475992229
2025-06-03 21:00:00,NA,605.706265260821,10.2723764150943,844.284428135405
2025-06-03 22:00:00,NA,605.324227588121,10.2761545378851,1036.07889925062
2025-06-03 23:00:00,NA,604.7275414932,10.2812487649181,1259.12154593394
2025-06-04,NA,605.526485294118,10.276460627081,1520.03846836848
2025-06-04 01:00:00,NA,605.809839578129,10.2764545378851,1682.29964474049
2025-06-04 02:00:00,NA,606.086021926173,10.2749794338052,1863.20262558979
2025-06-04 03:00:00,NA,606.221059655938,10.272335099889,2037.17226137625
2025-06-04 04:00:00,NA,606.689061892867,10.2693910352484,2220.52358034971
2025-06-04 05:00:00,NA,607.141577777778,10.2691216666667,2329.974
2025-06-04 06:00:00,NA,NA,NA,NA
2025-06-04 07:00:00,NA,NA,NA,NA
2025-06-04 08:00:00,NA,NA,NA,NA
2025-06-04 09:00:00,NA,NA,NA,NA
2025-06-04 10:00:00,NA,NA,NA,NA
2025-06-04 11:00:00,NA,NA,NA,NA
2025-06-04 12:00:00,NA,NA,NA,NA
2025-06-04 13:00:00,NA,NA,NA,NA
2025-06-04 14:00:00,NA,NA,NA,NA
2025-06-04 15:00:00,NA,NA,NA,NA
2025-06-04 16:00:00,NA,NA,NA,NA
2025-06-04 17:00:00,NA,NA,NA,NA
2025-06-04 18:00:00,NA,NA,NA,NA
2025-06-04 19:00:00,NA,NA,NA,NA
2025-06-04 20:00:00,NA,NA,NA,NA
2025-06-04 21:00:00,NA,NA,NA,NA
2025-06-04 22:00:00,NA,NA,NA,NA
2025-06-04 23:00:00,NA,NA,NA,NA
2025-06-05,NA,NA,NA,NA
2025-06-05 01:00:00,NA,NA,NA,NA
2025-06-05 02:00:00,NA,NA,NA,NA
2025-06-05 03:00:00,NA,NA,NA,NA
2025-06-05 04:00:00,NA,NA,NA,NA
2025-06-05 05:00:00,NA,NA,NA,NA
2025-06-05 06:00:00,NA,NA,NA,NA
2025-06-05 07:00:00,NA,NA,NA,NA
2025-06-05 08:00:00,NA,NA,NA,NA
2025-06-05 09:00:00,NA,NA,NA,NA
2025-06-05 10:00:00,NA,NA,NA,NA
2025-06-05 11:00:00,NA,NA,NA,NA
2025-06-05 12:00:00,NA,NA,NA,NA
2025-06-05 13:00:00,NA,597.37984049284,10.5768382950383,NA
2025-06-05 14:00:00,NA,597.612552039967,10.5678002220372,NA
2025-06-05 15:00:00,NA,597.833054399112,10.5717336663891,NA
2025-06-05 16:00:00,NA,597.399726970033,10.5608379578246,NA
2025-06-05 17:00:00,NA,596.957475437136,10.5650508465168,38.5464049050147
2025-06-05 18:00:00,NA,596.849372744935,10.5567137663059,275.02848101582
2025-06-05 19:00:00,NA,596.28478190899,10.5484423418424,615.270086570477
2025-06-05 20:00:00,NA,596.652517346656,10.5538647238412,937.014353316681
2025-06-05 21:00:00,NA,596.420009991674,10.545215098529,1245.69933388843
2025-06-05 22:00:00,NA,596.270227247503,10.543631936737,1542.43567425083
2025-06-05 23:00:00,NA,595.770674160422,10.546652095476,1825.45542603386
2025-06-06,NA,595.967100749376,10.5706601165695,1965.03957129557
2025-06-06 01:00:00,NA,597.307074084351,10.5949796614872,NA
2025-06-06 02:00:00,NA,597.62216680544,10.5956593394394,NA
2025-06-06 03:00:00,NA,597.515343602553,10.5931467665834,NA
2025-06-06 04:00:00,NA,597.186388734739,10.5912346559378,NA
2025-06-06 05:00:00,NA,596.419042742159,10.5886019150708,NA
2025-06-06 06:00:00,NA,596.359876491812,10.5887570080488,NA
2025-06-06 07:00:00,NA,595.976650665927,10.5762713651498,NA
2025-06-06 08:00:00,NA,595.028136552873,10.5854808770469,NA
2025-06-06 09:00:00,NA,594.550524007771,10.5740618928671,NA
2025-06-06 10:00:00,NA,594.708823251942,10.5741336015538,2.566695
2025-06-06 11:00:00,NA,594.192067443797,10.5766839023036,150.962351952381
2025-06-06 12:00:00,NA,593.682378018318,10.5805365528726,336.0131372718
2025-06-06 13:00:00,NA,594.400564372919,10.6062155105438,NA
2025-06-06 14:00:00,NA,593.773632805995,10.6106569525395,NA
2025-06-06 15:00:00,NA,594.185463502637,10.6018726061615,NA
2025-06-06 16:00:00,NA,594.697009156493,10.6036109877913,NA
2025-06-06 17:00:00,NA,594.729204274216,10.601703080766,NA
2025-06-06 18:00:00,NA,595.150336663891,10.589636525118,NA
2025-06-06 19:00:00,NA,594.372344339623,10.5837604051054,NA
2025-06-06 20:00:00,NA,594.559388842631,10.5831267554815,NA
2025-06-06 21:00:00,NA,595.400548431862,10.5699235081876,NA
2025-06-06 22:00:00,NA,595.017170921199,10.5769135960044,NA
2025-06-06 23:00:00,NA,594.948222037191,10.5652014709964,NA
2025-06-07,NA,595.028822092701,10.5727263946711,468.159666415094
2025-06-07 01:00:00,NA,596.666220588235,10.6094830743618,NA
2025-06-07 02:00:00,NA,596.180302248127,10.6015584790452,NA
2025-06-07 03:00:00,NA,597.052820982515,10.6033252844852,NA
2025-06-07 04:00:00,NA,596.845145394007,10.5968641786903,NA
2025-06-07 05:00:00,NA,597.003317235637,10.592951068554,NA
2025-06-07 06:00:00,NA,596.726267554815,10.5951693033583,NA
2025-06-07 07:00:00,NA,596.909655287261,10.5941988065501,NA
2025-06-07 08:00:00,NA,596.606998057175,10.5914565362198,NA
2025-06-07 09:00:00,NA,596.4347391063,10.5943602275881,NA
2025-06-07 10:00:00,NA,595.696709211987,10.5744116537181,NA
2025-06-07 11:00:00,NA,595.903616985845,10.5724088259784,NA
2025-06-07 12:00:00,NA,595.561371912295,10.5894926172634,456.266546602564
2025-06-07 13:00:00,NA,596.534041342952,10.6024685627081,NA
2025-06-07 14:00:00,NA,596.356605328893,10.5893253677491,NA
2025-06-07 15:00:00,NA,596.217988343047,10.6008068831529,NA
2025-06-07 16:00:00,NA,596.342601553829,10.5925433962264,NA
2025-06-07 17:00:00,NA,595.520768803775,10.588532805995,NA
2025-06-07 18:00:00,NA,594.991417429919,10.5884867055232,NA
2025-06-07 19:00:00,NA,595.014146781354,10.5863567147614,NA
2025-06-07 20:00:00,NA,594.457830696642,10.583102137108,NA
2025-06-07 21:00:00,NA,593.881388565085,10.5798871773522,NA
2025-06-07 22:00:00,NA,593.745972807991,10.5764718645949,NA
2025-06-07 23:00:00,NA,592.448079933389,10.5716385512073,NA
2025-06-08,NA,592.96571856786,10.5846277546489,416.157419858156
2025-06-08 01:00:00,NA,594.365174805771,10.6058928690344,NA
2025-06-08 02:00:00,NA,594.454976963641,10.6097828198723,NA
2025-06-08 03:00:00,NA,594.4002608937,10.6092138773245,NA
2025-06-08 04:00:00,NA,593.44682463929,10.6096512208657,NA
2025-06-08 05:00:00,NA,590.741210380239,10.6067526783236,NA
2025-06-08 06:00:00,NA,590.636789064668,10.6036694421316,NA
2025-06-08 07:00:00,NA,589.83961421038,10.5997783236192,NA
2025-06-08 08:00:00,NA,589.455243130724,10.6024664723841,NA
2025-06-08 09:00:00,NA,588.420107132945,10.5981709131279,NA
2025-06-08 10:00:00,NA,588.605812153163,10.5947943951165,NA
2025-06-08 11:00:00,NA,587.192853532453,10.6040093624354,150.624068857143
2025-06-08 12:00:00,NA,588.03375024975,10.6119195138195,NA
2025-06-08 13:00:00,NA,587.796788290788,10.6187293840178,NA
2025-06-08 14:00:00,NA,589.350513738551,10.6185709963919,NA
2025-06-08 15:00:00,NA,588.129680821538,10.6199543436026,NA
2025-06-08 16:00:00,NA,587.677188731613,10.6173485983902,NA
2025-06-08 17:00:00,NA,588.278807713652,10.6130955327414,NA
2025-06-08 18:00:00,NA,588.143710796558,10.6061998612268,NA
2025-06-08 19:00:00,NA,588.10609880655,10.6042998612268,NA
2025-06-08 20:00:00,NA,588.617828523862,10.6020349889012,NA
2025-06-08 21:00:00,NA,587.732896197613,10.600147349431,NA
2025-06-08 22:00:00,NA,587.122477935054,10.6050647793505,NA
2025-06-08 23:00:00,NA,587.072920643729,10.6036357658158,NA
2025-06-09,NA,587.021798223702,10.5952840410769,NA
2025-06-09 01:00:00,NA,587.122334998612,10.6010159034138,96.5127460416667
2025-06-09 02:00:00,NA,587.776932574917,10.6208759711432,NA
2025-06-09 03:00:00,NA,588.230353871774,10.615141187899,NA
2025-06-09 04:00:00,NA,588.186411601443,10.6091900638357,NA
2025-06-09 05:00:00,NA,587.971956437292,10.6059463096559,NA
2025-06-09 06:00:00,NA,587.762538162642,10.6086290313628,NA
2025-06-09 07:00:00,NA,587.941062187674,10.6005197667962,NA
2025-06-09 08:00:00,NA,587.400587680355,10.6086940899001,NA
2025-06-09 09:00:00,NA,586.501476824868,10.6051508742714,NA
2025-06-09 10:00:00,NA,586.641783236192,10.6135809325562,NA
2025-06-09 11:00:00,NA,587.454903163152,10.6052168423973,NA
2025-06-09 12:00:00,NA,587.214960033306,10.5959159311685,NA
2025-06-09 13:00:00,NA,586.901416874827,10.5990639467111,286.204193577982
2025-06-09 14:00:00,NA,587.46361681465,10.6145051886792,NA
2025-06-09 15:00:00,NA,587.550679156259,10.6158665556481,NA
2025-06-09 16:00:00,NA,588.769990840966,10.6121181515404,NA
2025-06-09 17:00:00,NA,588.552325471698,10.6008448668147,NA
2025-06-09 18:00:00,NA,587.410589786289,10.61756877602,NA
2025-06-09 19:00:00,NA,587.608555648071,10.6065598112684,NA
2025-06-09 20:00:00,NA,588.178171198668,10.6053060210877,NA
2025-06-09 21:00:00,NA,588.789946155981,10.5945704412989,NA
2025-06-09 22:00:00,NA,588.267938662226,10.6001821260061,NA
2025-06-09 23:00:00,NA,589.107539955605,10.5974844062153,NA
2025-06-10,NA,589.637194560089,10.5938537330003,NA
2025-06-10 01:00:00,NA,589.277103247294,10.5961121010269,260.739219238095
2025-06-10 02:00:00,NA,590.661413706992,10.6069008324084,NA
2025-06-10 03:00:00,NA,590.969219539273,10.6052715514849,NA
2025-06-10 04:00:00,NA,590.571162642243,10.6030236469609,NA
2025-06-10 05:00:00,NA,589.546793285239,10.6009013318535,NA
2025-06-10 06:00:00,NA,590.453044684985,10.609164113239,NA
2025-06-10 07:00:00,NA,589.039967518046,10.6139205719045,NA
2025-06-10 08:00:00,NA,588.886074084351,10.6073980299667,NA
2025-06-10 09:00:00,NA,589.882777407716,10.6148374965307,NA
2025-06-10 10:00:00,NA,589.57424424091,10.6167386067166,NA
2025-06-10 11:00:00,NA,588.370160654828,10.6140812985572,NA
2025-06-10 12:00:00,NA,588.636492645018,10.607734859839,NA
2025-06-10 13:00:00,NA,588.490376075493,10.6020734665556,NA
2025-06-10 14:00:00,NA,588.349613207547,10.5986636237514,NA
2025-06-10 15:00:00,NA,588.074222037191,10.6019321676381,NA
2025-06-10 16:00:00,NA,587.787466278102,10.6057617263392,NA
2025-06-10 17:00:00,NA,587.763958657048,10.6009513596004,NA
2025-06-10 18:00:00,NA,587.786497085762,10.5995868998057,NA
2025-06-10 19:00:00,NA,587.358871218429,10.5906005273383,NA
2025-06-10 20:00:00,NA,587.361123751387,10.5987318812431,280.913922685185
2025-06-10 21:00:00,NA,589.170310852068,10.6158102414654,NA
2025-06-10 22:00:00,NA,589.073049958368,10.6157092978074,NA
2025-06-10 23:00:00,NA,588.068712739384,10.6197444629475,NA
2025-06-11,NA,588.599804106548,10.6096652330744,NA
2025-06-11 01:00:00,NA,589.326317235637,10.6143507354982,NA
2025-06-11 02:00:00,NA,588.590520677213,10.6113741881765,NA
2025-06-11 03:00:00,NA,589.498991953385,10.6001206714761,NA
2025-06-11 04:00:00,NA,589.203355814599,10.5986161532057,NA
2025-06-11 05:00:00,NA,589.77469802942,10.5965854843186,NA
2025-06-11 06:00:00,NA,589.688105993341,10.6059886237514,NA
2025-06-11 07:00:00,NA,589.541226540811,10.6029462520822,NA
2025-06-11 08:00:00,NA,588.732466278102,10.6107072439634,212.736513
2025-06-11 09:00:00,NA,588.992621254162,10.6183446448391,NA
2025-06-11 10:00:00,NA,588.093350263669,10.6182089369969,NA
2025-06-11 11:00:00,NA,587.673751040799,10.6217923952262,NA
2025-06-11 12:00:00,NA,587.943074916759,10.6151757491676,NA
2025-06-11 13:00:00,NA,NA,NA,NA
2025-06-11 14:00:00,NA,NA,NA,NA
2025-06-11 15:00:00,NA,NA,NA,NA
2025-06-11 16:00:00,NA,NA,NA,NA
2025-06-11 17:00:00,NA,NA,NA,NA
2025-06-11 18:00:00,NA,NA,NA,NA
2025-06-11 19:00:00,NA,NA,NA,NA
2025-06-11 20:00:00,NA,NA,NA,NA
2025-06-11 21:00:00,NA,588.671018348624,10.6149369690792,NA
2025-06-11 22:00:00,NA,589.881615320566,10.6133413544269,NA
2025-06-11 23:00:00,NA,589.756960310852,10.6034011934499,NA
2025-06-12,NA,589.522642896781,10.6043258046615,NA
2025-06-12 01:00:00,NA,590.215241465446,10.6059628642798,NA
2025-06-12 02:00:00,NA,590.195293366639,10.5910982237025,NA
2025-06-12 03:00:00,NA,590.268488346282,10.592265982242,NA
2025-06-12 04:00:00,NA,590.813845129059,10.5911135720233,NA
2025-06-12 05:00:00,NA,591.317788787122,10.5873425756314,NA
2025-06-12 06:00:00,NA,591.544940066593,10.5803660932297,21.3724408789238
2025-06-12 07:00:00,NA,591.261370072182,10.5783971682399,170.12607229317
2025-06-12 08:00:00,NA,591.1335098529,10.5950150152651,411.263173133619
2025-06-12 09:00:00,NA,592.935764150943,10.6154735294118,NA
2025-06-12 10:00:00,NA,592.969730224813,10.6139611712462,NA
2025-06-12 11:00:00,NA,592.602329725229,10.6114140993616,NA
2025-06-12 12:00:00,NA,592.889052719201,10.6099895948946,NA
2025-06-12 13:00:00,NA,592.009269497641,10.6080920344158,NA
2025-06-12 14:00:00,NA,592.582230641132,10.603487510408,NA
2025-06-12 15:00:00,NA,592.005203385128,10.6042508601554,NA
2025-06-12 16:00:00,NA,591.085638079378,10.5954718012767,NA
2025-06-12 17:00:00,NA,590.721737996114,10.5922805995004,NA
2025-06-12 18:00:00,NA,590.488904827969,10.5993090732519,NA
2025-06-12 19:00:00,NA,590.4295098529,10.5983605051346,28.1696553856528
2025-06-12 20:00:00,NA,589.664106855398,10.6014988065501,165.062411230254
2025-06-12 21:00:00,NA,591.277399833518,10.6144219755827,NA
2025-06-12 22:00:00,NA,591.218464890369,10.6174793782959,NA
2025-06-12 23:00:00,NA,591.155801831807,10.617679211768,NA
2025-06-13,NA,590.840572419534,10.6148966703663,NA
2025-06-13 01:00:00,NA,590.72610435748,10.6120384679434,NA
2025-06-13 02:00:00,NA,591.312552872606,10.6072554537885,NA
2025-06-13 03:00:00,NA,591.090044672586,10.6051832130966,NA
2025-06-13 04:00:00,NA,590.356461282265,10.6038431307244,NA
2025-06-13 05:00:00,NA,589.882549264502,10.6031209825146,NA
2025-06-13 06:00:00,NA,589.533747225305,10.5879316315205,NA
2025-06-13 07:00:00,NA,589.370561632426,10.5925361743476,NA
2025-06-13 08:00:00,NA,588.267039689148,10.6011851235082,510.672319940476
2025-06-13 09:00:00,NA,589.606228698307,10.6119666111574,NA
2025-06-13 10:00:00,NA,589.539900388457,10.6193767758047,NA
2025-06-13 11:00:00,NA,588.120859006384,10.612664585068,NA
2025-06-13 12:00:00,NA,588.701427421593,10.6007611990008,NA
2025-06-13 13:00:00,NA,587.342373356705,10.6020077125329,NA
2025-06-13 14:00:00,NA,587.885427497315,10.6171216970999,NA
2025-06-13 15:00:00,NA,588.758402997502,10.6194096031085,NA
2025-06-13 16:00:00,NA,588.805114594895,10.6171167591565,NA
2025-06-13 17:00:00,NA,589.200357757424,10.6125311962254,NA
2025-06-13 18:00:00,NA,589.874308631696,10.6142952262004,NA
2025-06-13 19:00:00,NA,590.073885960044,10.6051009156493,NA
2025-06-13 20:00:00,NA,589.309337774077,10.6156233416597,NA
2025-06-13 21:00:00,NA,590.688551207327,10.6228664723841,NA
2025-06-13 22:00:00,NA,591.184109045505,10.6107876526082,NA
2025-06-13 23:00:00,NA,591.1053952262,10.621080155426,NA
2025-06-14,NA,591.938727449348,10.6069446572301,NA
2025-06-14 01:00:00,NA,591.756557158713,10.6028086015538,NA
2025-06-14 02:00:00,NA,591.936914793228,10.612447987788,NA
2025-06-14 03:00:00,NA,592.955528726062,10.6042982792118,NA
2025-06-14 04:00:00,NA,593.095754994451,10.5955110432852,NA
2025-06-14 05:00:00,NA,593.013550652234,10.5964497363308,NA
